cycog_iid	cycog_cns_product
CyCOG_60003611	hypothetical protein
CyCOG_60003612	hypothetical protein
CyCOG_60003613	Protein of unknown function (DUF1997)
CyCOG_60003614	hypothetical protein
CyCOG_60003615	hypothetical protein
CyCOG_60003616	hypothetical protein
CyCOG_60003617	hypothetical protein
CyCOG_60003618	nif11-like leader peptide domain-containing protein
CyCOG_60003619	hypothetical protein
CyCOG_60003620	hypothetical protein
CyCOG_60003621	hypothetical protein
CyCOG_60003622	hypothetical protein
CyCOG_60003623	hypothetical protein
CyCOG_60003624	hypothetical protein
CyCOG_60003625	hypothetical protein
CyCOG_60003626	hypothetical protein
CyCOG_60003627	hypothetical protein
CyCOG_60003628	hypothetical protein
CyCOG_60003629	glutathione S-transferase
CyCOG_60003630	Pyridoxamine 5'-phosphate oxidase
CyCOG_60003631	multisubunit sodium/proton antiporter, MrpC subunit
CyCOG_60003632	multisubunit sodium/proton antiporter, MrpG subunit
CyCOG_60003633	hypothetical protein
CyCOG_60003634	Pentapeptide repeat-containing protein
CyCOG_60003635	hypothetical protein
CyCOG_60003636	hypothetical protein
CyCOG_60003637	hypothetical protein
CyCOG_60003638	hypothetical protein
CyCOG_60003639	hypothetical protein
CyCOG_60003640	hypothetical protein
CyCOG_60003641	hypothetical protein
CyCOG_60003642	hypothetical protein
CyCOG_60003643	hypothetical protein
CyCOG_60003644	hypothetical protein
CyCOG_60003645	Iron-sulfur cluster-binding domain-containing protein
CyCOG_60003646	hypothetical protein
CyCOG_60003647	hypothetical protein
CyCOG_60003648	hypothetical protein
CyCOG_60003649	Ribonucleotide reductase, barrel domain
CyCOG_60003650	Nucleoside-diphosphate-sugar epimerase
CyCOG_60003651	protein of unknown function (DUF4268)
CyCOG_60003652	hypothetical protein
CyCOG_60003653	lipid kinase, YegS/Rv2252/BmrU family
CyCOG_60003654	hypothetical protein
CyCOG_60003655	hypothetical protein
CyCOG_60003656	hypothetical protein
CyCOG_60003657	hypothetical protein
CyCOG_60003658	Peptidase family M28
CyCOG_60003659	hypothetical protein
CyCOG_60003660	Glycosyl hydrolase family 63 C-terminal domain-containing protein
CyCOG_60003661	small conductance mechanosensitive channel
CyCOG_60003662	hypothetical protein
CyCOG_60003663	Uncharacterized conserved protein
CyCOG_60003664	Trypsin-like peptidase domain-containing protein
CyCOG_60003665	Subtilase family protein
CyCOG_60003666	hypothetical protein
CyCOG_60003667	hypothetical protein
CyCOG_60003668	hypothetical protein
CyCOG_60003669	DnaJ domain-containing protein
CyCOG_60003670	hypothetical protein
CyCOG_60003671	hypothetical protein
CyCOG_60003672	hypothetical protein
CyCOG_60003673	hypothetical protein
CyCOG_60003674	Protein of unknown function (DUF3750)
CyCOG_60003675	hypothetical protein
CyCOG_60003676	Lysophospholipase L1
CyCOG_60003677	hypothetical protein
CyCOG_60003678	Protein of unknown function (DUF552)
CyCOG_60003679	hypothetical protein
CyCOG_60003680	two component transcriptional regulator, LuxR family
CyCOG_60003681	hypothetical protein
CyCOG_60003682	sodium/proton antiporter, CPA1 family
CyCOG_60003683	phenazine biosynthesis protein PhzF family
CyCOG_60003684	hypothetical protein
CyCOG_60003685	hypothetical protein
CyCOG_60003686	hypothetical protein
CyCOG_60003687	hypothetical protein
CyCOG_60003688	hypothetical protein
CyCOG_60003689	hypothetical protein
CyCOG_60003690	Uncharacterized membrane protein YphA, DoxX/SURF4 family
CyCOG_60003691	adenosylhomocysteine nucleosidase
CyCOG_60003692	hypothetical protein
CyCOG_60003693	hypothetical protein
CyCOG_60003694	hypothetical protein
CyCOG_60003695	hypothetical protein
CyCOG_60003696	hypothetical protein
CyCOG_60003697	Peptidase family M23
CyCOG_60003698	hypothetical protein
CyCOG_60003699	Copper resistance protein D
CyCOG_60003700	dCTP deaminase
CyCOG_60003701	hypothetical protein
CyCOG_60003702	hypothetical protein
CyCOG_60003703	carboxylesterase
CyCOG_60003704	hypothetical protein
CyCOG_60003705	hypothetical protein
CyCOG_60003706	hypothetical protein
CyCOG_60003707	protein of unknown function (DUF3578)
CyCOG_60003708	hypothetical protein
CyCOG_60003709	glycogen operon protein
CyCOG_60003710	hypothetical protein
CyCOG_60003711	hypothetical protein
CyCOG_60003712	hypothetical protein
CyCOG_60003713	Phage endonuclease I
CyCOG_60003714	Isopenicillin N synthase
CyCOG_60003715	hypothetical protein
CyCOG_60003716	capsular polysaccharide export protein
CyCOG_60003717	hypothetical protein
CyCOG_60003718	hypothetical protein
CyCOG_60003719	hypothetical protein
CyCOG_60003720	hypothetical protein
CyCOG_60003721	Calcineurin-like phosphoesterase
CyCOG_60003722	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
CyCOG_60003723	hypothetical protein
CyCOG_60003724	hypothetical protein
CyCOG_60003725	hypothetical protein
CyCOG_60003726	Acyltransferase
CyCOG_60003727	hypothetical protein
CyCOG_60003728	hypothetical protein
CyCOG_60003729	hypothetical protein
CyCOG_60003730	putative hydrolase of the HAD superfamily
CyCOG_60003731	Methyltransferase domain-containing protein
CyCOG_60003732	hypothetical protein
CyCOG_60003733	prevent-host-death family protein
CyCOG_60003734	hypothetical protein
CyCOG_60003735	RNA polymerase sigma-B factor
CyCOG_60003736	hypothetical protein
CyCOG_60003737	Glycosyltransferase, GT2 family
CyCOG_60003738	Protein of unknown function (DUF3104)
CyCOG_60003739	hypothetical protein
CyCOG_60003740	colanic acid biosynthesis protein WcaH
CyCOG_60003741	hypothetical protein
CyCOG_60003742	hypothetical protein
CyCOG_60003743	Putative PD-(D/E)XK family member, (DUF4420)
CyCOG_60003744	type I restriction enzyme, S subunit
CyCOG_60003745	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60003746	nif11-like leader peptide domain-containing protein
CyCOG_60003747	hypothetical protein
CyCOG_60003748	hypothetical protein
CyCOG_60003749	hypothetical protein
CyCOG_60003750	hypothetical protein
CyCOG_60003751	hypothetical protein
CyCOG_60003752	hypothetical protein
CyCOG_60003753	hypothetical protein
CyCOG_60003754	voltage-gated potassium channel
CyCOG_60003755	hypothetical protein
CyCOG_60003756	hypothetical protein
CyCOG_60003757	hypothetical protein
CyCOG_60003758	hypothetical protein
CyCOG_60003759	hypothetical protein
CyCOG_60003760	hypothetical protein
CyCOG_60003761	hypothetical protein
CyCOG_60003762	hypothetical protein
CyCOG_60003763	hypothetical protein
CyCOG_60003764	hypothetical protein
CyCOG_60003765	Protein of unknown function (DUF3431)
CyCOG_60003766	Sulfotransferase domain-containing protein
CyCOG_60003767	hypothetical protein
CyCOG_60003768	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
CyCOG_60003769	hypothetical protein
CyCOG_60003770	hypothetical protein
CyCOG_60003771	hypothetical protein
CyCOG_60003772	hypothetical protein
CyCOG_60003773	NAD(P)H-quinone oxidoreductase subunit 5
CyCOG_60003774	CpeT/CpcT family (DUF1001)
CyCOG_60003775	PAS domain S-box-containing protein
CyCOG_60003776	OmpA family protein
CyCOG_60003777	hypothetical protein
CyCOG_60003778	protein of unknown function (DUF4278)
CyCOG_60003779	hypothetical protein
CyCOG_60003780	Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase
CyCOG_60003781	hypothetical protein
CyCOG_60003782	hypothetical protein
CyCOG_60003783	Na+/H+-dicarboxylate symporter
CyCOG_60003784	hypothetical protein
CyCOG_60003785	Predicted dehydrogenase
CyCOG_60003786	photosystem I reaction center subunit XII
CyCOG_60003787	hypothetical protein
CyCOG_60003788	Sugar lactone lactonase YvrE
CyCOG_60003789	Putative 2OG-Fe(II) oxygenase
CyCOG_60003790	hypothetical protein
CyCOG_60003791	hypothetical protein
CyCOG_60003792	hypothetical protein
CyCOG_60003793	hypothetical protein
CyCOG_60003794	T5orf172 domain-containing protein
CyCOG_60003795	hypothetical protein
CyCOG_60003796	hypothetical protein
CyCOG_60003797	hypothetical protein
CyCOG_60003798	Ca2+/H+ antiporter
CyCOG_60003799	hypothetical protein
CyCOG_60003800	hypothetical protein
CyCOG_60003801	hypothetical protein
CyCOG_60003802	hypothetical protein
CyCOG_60003803	hypothetical protein
CyCOG_60003804	hypothetical protein
CyCOG_60003805	hypothetical protein
CyCOG_60003806	hypothetical protein
CyCOG_60003807	hypothetical protein
CyCOG_60003808	hypothetical protein
CyCOG_60003809	hypothetical protein
CyCOG_60003810	Calx-beta domain-containing protein
CyCOG_60003811	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)
CyCOG_60003812	hypothetical protein
CyCOG_60003813	hypothetical protein
CyCOG_60003814	N-acylneuraminate cytidylyltransferase
CyCOG_60003815	ABC-type amino acid transport substrate-binding protein
CyCOG_60003816	hypothetical protein
CyCOG_60003817	hypothetical protein
CyCOG_60003818	hypothetical protein
CyCOG_60003819	hypothetical protein
CyCOG_60003820	hypothetical protein
CyCOG_60003821	hypothetical protein
CyCOG_60003822	Predicted membrane protein (DUF2127)
CyCOG_60003823	hypothetical protein
CyCOG_60003824	hypothetical protein
CyCOG_60003825	hypothetical protein
CyCOG_60003826	hypothetical protein
CyCOG_60003827	hypothetical protein
CyCOG_60003828	hypothetical protein
CyCOG_60003829	hypothetical protein
CyCOG_60003830	Uncharacterized conserved protein, Ntn-hydrolase superfamily
CyCOG_60003831	hypothetical protein
CyCOG_60003832	hypothetical protein
CyCOG_60003833	hexulose-6-phosphate isomerase
CyCOG_60003834	hypothetical protein
CyCOG_60003835	hypothetical protein
CyCOG_60003836	hypothetical protein
CyCOG_60003837	hypothetical protein
CyCOG_60003838	hypothetical protein
CyCOG_60003839	nif11-like leader peptide domain-containing protein
CyCOG_60003840	Predicted dehydrogenase
CyCOG_60003841	hypothetical protein
CyCOG_60003842	hypothetical protein
CyCOG_60003843	hypothetical protein
CyCOG_60003844	hypothetical protein
CyCOG_60003845	Methyltransferase domain-containing protein
CyCOG_60003846	hypothetical protein
CyCOG_60003847	protein of unknown function (DUF3598)
CyCOG_60003848	hypothetical protein
CyCOG_60003849	hypothetical protein
CyCOG_60003850	hypothetical protein
CyCOG_60003851	hypothetical protein
CyCOG_60003852	hypothetical protein
CyCOG_60003853	hypothetical protein
CyCOG_60003854	hypothetical protein
CyCOG_60003855	hypothetical protein
CyCOG_60003856	hypothetical protein
CyCOG_60003857	hypothetical protein
CyCOG_60003858	hypothetical protein
CyCOG_60003859	hypothetical protein
CyCOG_60003860	hypothetical protein
CyCOG_60003861	hypothetical protein
CyCOG_60003862	cobalt-zinc-cadmium efflux system protein
CyCOG_60003863	hypothetical protein
CyCOG_60003864	hypothetical protein
CyCOG_60003865	hypothetical protein
CyCOG_60003866	cation efflux system protein involved in nickel and cobalt tolerance
CyCOG_60003867	hypothetical protein
CyCOG_60003868	Acetyltransferase (GNAT) domain-containing protein
CyCOG_60003869	hypothetical protein
CyCOG_60003870	hypothetical protein
CyCOG_60003871	hypothetical protein
CyCOG_60003872	hypothetical protein
CyCOG_60003873	hypothetical protein
CyCOG_60003874	hypothetical protein
CyCOG_60003875	hypothetical protein
CyCOG_60003876	hypothetical protein
CyCOG_60003877	Uncharacterized membrane protein
CyCOG_60003878	hypothetical protein
CyCOG_60003879	hypothetical protein
CyCOG_60003880	3-oxoacyl-[acyl-carrier-protein] synthase II
CyCOG_60003881	hypothetical protein
CyCOG_60003882	ribosomal large subunit pseudouridine synthase A
CyCOG_60003883	thioester reductase domain-containing protein
CyCOG_60003884	hypothetical protein
CyCOG_60003885	hypothetical protein
CyCOG_60003886	hypothetical protein
CyCOG_60003887	hypothetical protein
CyCOG_60003888	hypothetical protein
CyCOG_60003889	hypothetical protein
CyCOG_60003890	polysaccharide export outer membrane protein
CyCOG_60003891	hypothetical protein
CyCOG_60003892	hypothetical protein
CyCOG_60003893	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60003894	methylthioribose-1-phosphate isomerase
CyCOG_60003895	hypothetical protein
CyCOG_60003896	hypothetical protein
CyCOG_60003897	hypothetical protein
CyCOG_60003898	hypothetical protein
CyCOG_60003899	hypothetical protein
CyCOG_60003900	amino acid/amide ABC transporter substrate-binding protein, HAAT family
CyCOG_60003901	hypothetical protein
CyCOG_60003902	hypothetical protein
CyCOG_60003903	hypothetical protein
CyCOG_60003904	hypothetical protein
CyCOG_60003905	hypothetical protein
CyCOG_60003906	hypothetical protein
CyCOG_60003907	hypothetical protein
CyCOG_60003908	hypothetical protein
CyCOG_60003909	DNA-(apurinic or apyrimidinic site) lyase /endonuclease VIII
CyCOG_60003910	hypothetical protein
CyCOG_60003911	hypothetical protein
CyCOG_60003912	glutamate:Na+ symporter, ESS family
CyCOG_60003913	phosphoenolpyruvate mutase
CyCOG_60003914	hypothetical protein
CyCOG_60003915	hypothetical protein
CyCOG_60003916	hypothetical protein
CyCOG_60003917	hypothetical protein
CyCOG_60003918	hypothetical protein
CyCOG_60003919	hypothetical protein
CyCOG_60003920	hypothetical protein
CyCOG_60003921	bacteriocin-type signal sequence-containing protein
CyCOG_60003922	Phosphoribosyl-ATP pyrophosphohydrolase
CyCOG_60003923	Cupin domain protein
CyCOG_60003924	hypothetical protein
CyCOG_60003925	hypothetical protein
CyCOG_60003926	hypothetical protein
CyCOG_60003927	hypothetical protein
CyCOG_60003928	DNA polymerase-1
CyCOG_60003929	molybdenum cofactor guanylyltransferase
CyCOG_60003930	hypothetical protein
CyCOG_60003931	hypothetical protein
CyCOG_60003932	hypothetical protein
CyCOG_60003933	hypothetical protein
CyCOG_60003934	hypothetical protein
CyCOG_60003935	hypothetical protein
CyCOG_60003936	hypothetical protein
CyCOG_60003937	hypothetical protein
CyCOG_60003938	CDP-alcohol phosphatidyltransferase
CyCOG_60003939	hypothetical protein
CyCOG_60003940	hypothetical protein
CyCOG_60003941	Polyketide cyclase / dehydrase and lipid transport
CyCOG_60003942	hypothetical protein
CyCOG_60003943	hypothetical protein
CyCOG_60003944	hypothetical protein
CyCOG_60003945	hypothetical protein
CyCOG_60003946	undecaprenyl-diphosphatase
CyCOG_60003947	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase
CyCOG_60003948	hypothetical protein
CyCOG_60003949	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase
CyCOG_60003950	hypothetical protein
CyCOG_60003951	hypothetical protein
CyCOG_60003952	hypothetical protein
CyCOG_60003953	hypothetical protein
CyCOG_60003954	hypothetical protein
CyCOG_60003955	hypothetical protein
CyCOG_60003956	hypothetical protein
CyCOG_60003957	hypothetical protein
CyCOG_60003958	hypothetical protein
CyCOG_60003959	hypothetical protein
CyCOG_60003960	HNH endonuclease
CyCOG_60003961	hypothetical protein
CyCOG_60003962	Glycosyl transferase family 90
CyCOG_60003963	hypothetical protein
CyCOG_60003964	hypothetical protein
CyCOG_60003965	hypothetical protein
CyCOG_60003966	hypothetical protein
CyCOG_60003967	hypothetical protein
CyCOG_60003968	hypothetical protein
CyCOG_60003969	hypothetical protein
CyCOG_60003970	hypothetical protein
CyCOG_60003971	hypothetical protein
CyCOG_60003972	hypothetical protein
CyCOG_60003973	hypothetical protein
CyCOG_60003974	glutamate dehydrogenase (NADP)
CyCOG_60003975	hypothetical protein
CyCOG_60003976	hypothetical protein
CyCOG_60003977	hypothetical protein
CyCOG_60003978	hypothetical protein
CyCOG_60003979	hypothetical protein
CyCOG_60003980	hypothetical protein
CyCOG_60003981	zinc/manganese transport system substrate-binding protein
CyCOG_60003982	nif11-like leader peptide domain-containing protein
CyCOG_60003983	hypothetical protein
CyCOG_60003984	acyl carrier protein
CyCOG_60003985	hypothetical protein
CyCOG_60003986	hypothetical protein
CyCOG_60003987	hypothetical protein
CyCOG_60003988	Uncharacterized conserved protein YtfP, gamma-glutamylcyclotransferase (GGCT)/AIG2-like family
CyCOG_60003989	tRNA (cmo5U34)-methyltransferase
CyCOG_60003990	hypothetical protein
CyCOG_60003991	hypothetical protein
CyCOG_60003992	hypothetical protein
CyCOG_60003993	hypothetical protein
CyCOG_60003994	Protein N-acetyltransferase, RimJ/RimL family
CyCOG_60003995	hypothetical protein
CyCOG_60003996	hypothetical protein
CyCOG_60003997	hypothetical protein
CyCOG_60003998	Uncharacterized membrane protein
CyCOG_60003999	hypothetical protein
CyCOG_60004000	multisubunit sodium/proton antiporter, MrpD subunit
CyCOG_60004001	Na+/proline symporter
CyCOG_60004002	hypothetical protein
CyCOG_60004003	hypothetical protein
CyCOG_60004004	hypothetical protein
CyCOG_60004005	hypothetical protein
CyCOG_60004006	Glycosyl transferase family 2
CyCOG_60004007	hypothetical protein
CyCOG_60004008	hypothetical protein
CyCOG_60004009	hypothetical protein
CyCOG_60004010	4-carboxymuconolactone decarboxylase
CyCOG_60004011	hypothetical protein
CyCOG_60004012	hypothetical protein
CyCOG_60004013	hypothetical protein
CyCOG_60004014	Sulfotransferase domain-containing protein
CyCOG_60004015	Hydrogenase nickel incorporation protein HypB
CyCOG_60004016	Glycosyltransferase, GT2 family
CyCOG_60004017	hypothetical protein
CyCOG_60004018	hypothetical protein
CyCOG_60004019	zinc transporter, ZIP family
CyCOG_60004020	4Fe-4S binding domain-containing protein
CyCOG_60004021	hypothetical protein
